"","Description","Chromosome.Name","Gene.Start..bp.","Gene.End..bp.","Associated.Gene.Name","Gene.Biotype","symbol","id"
"ENSG00000134748","pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:25930]","1",52870236,52886511,"PRPF38A","protein_coding","PRPF38A","ENSG00000134748"
"ENSG00000134744","zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]","1",52873954,53019159,"ZCCHC11","protein_coding","ZCCHC11","ENSG00000134744"
"ENSG00000116157","glutathione peroxidase 7 [Source:HGNC Symbol;Acc:4559]","1",53068044,53074723,"GPX7","protein_coding","GPX7","ENSG00000116157"
"ENSG00000182183","family with sequence similarity 159, member A [Source:HGNC Symbol;Acc:28757]","1",53099016,53135355,"FAM159A","protein_coding","FAM159A","ENSG00000182183"
"ENSG00000162378","zyg-11 family member B, cell cycle regulator [Source:HGNC Symbol;Acc:25820]","1",53192126,53293014,"ZYG11B","protein_coding","ZYG11B","ENSG00000162378"
"ENSG00000121310","enoyl CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:23408]","1",53361656,53392884,"ECHDC2","protein_coding","ECHDC2","ENSG00000121310"
"ENSG00000116171","sterol carrier protein 2 [Source:HGNC Symbol;Acc:10606]","1",53392901,53517375,"SCP2","protein_coding","SCP2","ENSG00000116171"
"ENSG00000157184","carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:2330]","1",53662101,53679869,"CPT2","protein_coding","CPT2","ENSG00000157184"
"ENSG00000162384","chromosome 1 open reading frame 123 [Source:HGNC Symbol;Acc:26059]","1",53679771,53686289,"C1orf123","protein_coding","C1orf123","ENSG00000162384"
"ENSG00000162385","mago-nashi homolog, proliferation-associated (Drosophila) [Source:HGNC Symbol;Acc:6815]","1",53692564,53704282,"MAGOH","protein_coding","MAGOH","ENSG00000162385"
"ENSG00000230138","","1",53832340,53833917,"RP11-117D22.2","lincRNA","RP11-117D22.2","ENSG00000230138"
"ENSG00000058799","Yip1 domain family, member 1 [Source:HGNC Symbol;Acc:25231]","1",54317392,54356407,"YIPF1","protein_coding","YIPF1","ENSG00000058799"
"ENSG00000081870","heat shock protein family B (small), member 11 [Source:HGNC Symbol;Acc:25019]","1",54382247,54411602,"HSPB11","protein_coding","HSPB11","ENSG00000081870"
"ENSG00000116209","transmembrane protein 59 [Source:HGNC Symbol;Acc:1239]","1",54497347,54519177,"TMEM59","protein_coding","TMEM59","ENSG00000116209"
"ENSG00000116221","mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:14034]","1",54649714,54691137,"MRPL37","protein_coding","MRPL37","ENSG00000116221"
"ENSG00000157216","single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:15674]","1",54691105,54879152,"SSBP3","protein_coding","SSBP3","ENSG00000157216"
"ENSG00000162402","ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:12623]","1",55532032,55680786,"USP24","protein_coding","USP24","ENSG00000162402"
"ENSG00000162600","OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:29661]","1",58881056,59012474,"OMA1","protein_coding","OMA1","ENSG00000162600"
"ENSG00000162601","Myb-like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:29401]","1",59120411,59165764,"MYSM1","protein_coding","MYSM1","ENSG00000162601"
"ENSG00000177606","jun proto-oncogene [Source:HGNC Symbol;Acc:6204]","1",59246465,59249785,"JUN","protein_coding","JUN","ENSG00000177606"
"ENSG00000162599","nuclear factor I/A [Source:HGNC Symbol;Acc:7784]","1",61330931,61928465,"NFIA","protein_coding","NFIA","ENSG00000162599"
"ENSG00000162604","TM2 domain containing 1 [Source:HGNC Symbol;Acc:24142]","1",62146718,62191095,"TM2D1","protein_coding","TM2D1","ENSG00000162604"
"ENSG00000132849","InaD-like (Drosophila) [Source:HGNC Symbol;Acc:28881]","1",62208149,62629592,"INADL","protein_coding","INADL","ENSG00000132849"
"ENSG00000162607","ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:12607]","1",62901968,62917475,"USP1","protein_coding","USP1","ENSG00000162607"
"ENSG00000116641","dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:19190]","1",62920399,63153969,"DOCK7","protein_coding","DOCK7","ENSG00000116641"
"ENSG00000125703","autophagy related 4C, cysteine peptidase [Source:HGNC Symbol;Acc:16040]","1",63249806,63331184,"ATG4C","protein_coding","ATG4C","ENSG00000125703"
"ENSG00000088035","ALG6, alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:23157]","1",63833261,63904233,"ALG6","protein_coding","ALG6","ENSG00000088035"
"ENSG00000142856","integrin beta 3 binding protein (beta3-endonexin) [Source:HGNC Symbol;Acc:6157]","1",63906441,64059392,"ITGB3BP","protein_coding","ITGB3BP","ENSG00000142856"
"ENSG00000079739","phosphoglucomutase 1 [Source:HGNC Symbol;Acc:8905]","1",64058947,64125916,"PGM1","protein_coding","PGM1","ENSG00000079739"
"ENSG00000162434","Janus kinase 1 [Source:HGNC Symbol;Acc:6190]","1",65298912,65432187,"JAK1","protein_coding","JAK1","ENSG00000162434"
"ENSG00000213625","leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:29477]","1",65886270,65901690,"LEPROT","protein_coding","LEPROT","ENSG00000213625"
"ENSG00000184588","phosphodiesterase 4B, cAMP-specific [Source:HGNC Symbol;Acc:8781]","1",66258197,66840259,"PDE4B","protein_coding","PDE4B","ENSG00000184588"
"ENSG00000198160","mesoderm induction early response 1, transcriptional regulator [Source:HGNC Symbol;Acc:29657]","1",67390578,67454302,"MIER1","protein_coding","MIER1","ENSG00000198160"
"ENSG00000142864","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:17860]","1",67873493,67896098,"SERBP1","protein_coding","SERBP1","ENSG00000142864"
"ENSG00000116717","growth arrest and DNA-damage-inducible, alpha [Source:HGNC Symbol;Acc:4095]","1",68150744,68154021,"GADD45A","protein_coding","GADD45A","ENSG00000116717"
"ENSG00000066557","leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:26004]","1",70610488,70671303,"LRRC40","protein_coding","LRRC40","ENSG00000066557"
"ENSG00000116754","serine/arginine-rich splicing factor 11 [Source:HGNC Symbol;Acc:10782]","1",70671365,70718735,"SRSF11","protein_coding","SRSF11","ENSG00000116754"
"ENSG00000118454","ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:25374]","1",70726271,70820417,"ANKRD13C","protein_coding","ANKRD13C","ENSG00000118454"
"ENSG00000132485","zinc finger, RAN-binding domain containing 2 [Source:HGNC Symbol;Acc:13058]","1",71528974,71546980,"ZRANB2","protein_coding","ZRANB2","ENSG00000132485"
"ENSG00000172260","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302]","1",71861623,72748417,"NEGR1","protein_coding","NEGR1","ENSG00000172260"
"ENSG00000162620","leucine-rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:28318]","1",74491699,74663871,"LRRIQ3","protein_coding","LRRIQ3","ENSG00000162620"
"ENSG00000116791","crystallin, zeta (quinone reductase) [Source:HGNC Symbol;Acc:2419]","1",75171170,75199092,"CRYZ","protein_coding","CRYZ","ENSG00000116791"
"ENSG00000162623","tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24757]","1",75198836,75232362,"TYW3","protein_coding","TYW3","ENSG00000162623"
"ENSG00000117054","acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:HGNC Symbol;Acc:89]","1",76190036,76253260,"ACADM","protein_coding","ACADM","ENSG00000117054"
"ENSG00000137955","Rab geranylgeranyltransferase, beta subunit [Source:HGNC Symbol;Acc:9796]","1",76251879,76260764,"RABGGTB","protein_coding","RABGGTB","ENSG00000137955"
"ENSG00000142892","phosphatidylinositol glycan anchor biosynthesis, class K [Source:HGNC Symbol;Acc:8965]","1",77554675,77685115,"PIGK","protein_coding","PIGK","ENSG00000142892"
"ENSG00000154027","adenylate kinase 5 [Source:HGNC Symbol;Acc:365]","1",77747736,78025651,"AK5","protein_coding","AK5","ENSG00000154027"
"ENSG00000036549","zinc finger, ZZ-type containing 3 [Source:HGNC Symbol;Acc:24523]","1",78028101,78149104,"ZZZ3","protein_coding","ZZZ3","ENSG00000036549"
"ENSG00000077254","ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:20059]","1",78161672,78225537,"USP33","protein_coding","USP33","ENSG00000077254"
"ENSG00000180488","family with sequence similarity 73, member A [Source:HGNC Symbol;Acc:24741]","1",78245309,78344106,"FAM73A","protein_coding","FAM73A","ENSG00000180488"
"ENSG00000162614","nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:29557]","1",78354198,78409580,"NEXN","protein_coding","NEXN","ENSG00000162614"
"ENSG00000162613","far upstream element (FUSE) binding protein 1 [Source:HGNC Symbol;Acc:4004]","1",78409740,78444794,"FUBP1","protein_coding","FUBP1","ENSG00000162613"
"ENSG00000137959","interferon-induced protein 44-like [Source:HGNC Symbol;Acc:17817]","1",79085607,79111830,"IFI44L","protein_coding","IFI44L","ENSG00000137959"
"ENSG00000137965","interferon-induced protein 44 [Source:HGNC Symbol;Acc:16938]","1",79115481,79129763,"IFI44","protein_coding","IFI44","ENSG00000137965"
"ENSG00000234184","","1",81001440,81112473,"RP5-887A10.1","lincRNA","RP5-887A10.1","ENSG00000234184"
"ENSG00000142875","protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:9381]","1",84543745,84704181,"PRKACB","protein_coding","PRKACB","ENSG00000142875"
"ENSG00000117133","ribosome production factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30350]","1",84944942,84963473,"RPF1","protein_coding","RPF1","ENSG00000117133"
"ENSG00000174021","guanine nucleotide binding protein (G protein), gamma 5 [Source:HGNC Symbol;Acc:4408]","1",84964008,84972248,"GNG5","protein_coding","GNG5","ENSG00000174021"
"ENSG00000117151","chitobiase, di-N-acetyl- [Source:HGNC Symbol;Acc:2496]","1",85015289,85040163,"CTBS","protein_coding","CTBS","ENSG00000117151"
"ENSG00000117155","synovial sarcoma, X breakpoint 2 interacting protein [Source:HGNC Symbol;Acc:16509]","1",85109390,85156486,"SSX2IP","protein_coding","SSX2IP","ENSG00000117155"
"ENSG00000162642","chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:24871]","1",85715639,85725355,"C1orf52","protein_coding","C1orf52","ENSG00000162642"
"ENSG00000142867","B-cell CLL/lymphoma 10 [Source:HGNC Symbol;Acc:989]","1",85731931,85742773,"BCL10","protein_coding","BCL10","ENSG00000142867"
"ENSG00000117174","zinc finger, HIT-type containing 6 [Source:HGNC Symbol;Acc:26089]","1",86115106,86174116,"ZNHIT6","protein_coding","ZNHIT6","ENSG00000117174"
"ENSG00000122417","outer dense fiber of sperm tails 2-like [Source:HGNC Symbol;Acc:29225]","1",86814344,86862023,"ODF2L","protein_coding","ODF2L","ENSG00000122417"
"ENSG00000097033","SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]","1",87170259,87213867,"SH3GLB1","protein_coding","SH3GLB1","ENSG00000097033"
"ENSG00000183291","Homo sapiens 15 kDa selenoprotein (SEP15), transcript variant 2, mRNA. [Source:RefSeq mRNA;Acc:NM_203341]","1",87328132,87380107,"15-Sep","protein_coding","15-Sep","ENSG00000183291"
"ENSG00000153936","heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:5193]","1",87380331,87602334,"HS2ST1","protein_coding","HS2ST1","ENSG00000153936"
"ENSG00000143013","LIM domain only 4 [Source:HGNC Symbol;Acc:6644]","1",87794151,87814606,"LMO4","protein_coding","LMO4","ENSG00000143013"
"ENSG00000065243","protein kinase N2 [Source:HGNC Symbol;Acc:9406]","1",89149905,89301938,"PKN2","protein_coding","PKN2","ENSG00000065243"
"ENSG00000137947","general transcription factor IIB [Source:HGNC Symbol;Acc:4648]","1",89318615,89357627,"GTF2B","protein_coding","GTF2B","ENSG00000137947"
"ENSG00000137944","cysteine conjugate-beta lyase 2 [Source:HGNC Symbol;Acc:33238]","1",89401456,89458636,"CCBL2","protein_coding","CCBL2","ENSG00000137944"
"ENSG00000213516","RNA binding motif protein, X-linked-like 1 [Source:HGNC Symbol;Acc:25073]","1",89445139,89458643,"RBMXL1","protein_coding","RBMXL1","ENSG00000213516"
"ENSG00000117226","guanylate binding protein 3 [Source:HGNC Symbol;Acc:4184]","1",89472349,89488577,"GBP3","protein_coding","GBP3","ENSG00000117226"
"ENSG00000117228","guanylate binding protein 1, interferon-inducible [Source:HGNC Symbol;Acc:4182]","1",89518002,89531043,"GBP1","protein_coding","GBP1","ENSG00000117228"
"ENSG00000162645","guanylate binding protein 2, interferon-inducible [Source:HGNC Symbol;Acc:4183]","1",89571815,89616139,"GBP2","protein_coding","GBP2","ENSG00000162645"
"ENSG00000162654","guanylate binding protein 4 [Source:HGNC Symbol;Acc:20480]","1",89646831,89664615,"GBP4","protein_coding","GBP4","ENSG00000162654"
"ENSG00000154451","guanylate binding protein 5 [Source:HGNC Symbol;Acc:19895]","1",89724633,89738544,"GBP5","protein_coding","GBP5","ENSG00000154451"
"ENSG00000171488","leucine rich repeat containing 8 family, member C [Source:HGNC Symbol;Acc:25075]","1",90098631,90235462,"LRRC8C","protein_coding","LRRC8C","ENSG00000171488"
"ENSG00000171492","leucine rich repeat containing 8 family, member D [Source:HGNC Symbol;Acc:16992]","1",90286573,90402170,"LRRC8D","protein_coding","LRRC8D","ENSG00000171492"
"ENSG00000162664","zinc finger protein 326 [Source:HGNC Symbol;Acc:14104]","1",90460671,90501090,"ZNF326","protein_coding","ZNF326","ENSG00000162664"
"ENSG00000122482","zinc finger protein 644 [Source:HGNC Symbol;Acc:29222]","1",91380859,91487829,"ZNF644","protein_coding","ZNF644","ENSG00000122482"
"ENSG00000069702","transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]","1",92145902,92371892,"TGFBR3","protein_coding","TGFBR3","ENSG00000069702"
"ENSG00000174842","glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:14373]","1",92711959,92764544,"GLMN","protein_coding","GLMN","ENSG00000174842"
"ENSG00000122484","RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:25791]","1",92764522,92867613,"RPAP2","protein_coding","RPAP2","ENSG00000122484"
"ENSG00000162676","growth factor independent 1 transcription repressor [Source:HGNC Symbol;Acc:4237]","1",92940319,92952433,"GFI1","protein_coding","GFI1","ENSG00000162676"
"ENSG00000067208","ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:3501]","1",92974253,93257961,"EVI5","protein_coding","EVI5","ENSG00000067208"
"ENSG00000122406","ribosomal protein L5 [Source:HGNC Symbol;Acc:10360]","1",93297582,93307481,"RPL5","protein_coding","RPL5","ENSG00000122406"
"ENSG00000143033","metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:29535]","1",93544792,93604638,"MTF2","protein_coding","MTF2","ENSG00000143033"
"ENSG00000117500","transmembrane emp24 protein transport domain containing 5 [Source:HGNC Symbol;Acc:24251]","1",93615299,93646285,"TMED5","protein_coding","TMED5","ENSG00000117500"
"ENSG00000117505","down-regulator of transcription 1, TBP-binding (negative cofactor 2) [Source:HGNC Symbol;Acc:3017]","1",93811445,93835055,"DR1","protein_coding","DR1","ENSG00000117505"
"ENSG00000067334","deoxynucleotidyltransferase, terminal, interacting protein 2 [Source:HGNC Symbol;Acc:24013]","1",94333373,94345474,"DNTTIP2","protein_coding","DNTTIP2","ENSG00000067334"
"ENSG00000023909","glutamate-cysteine ligase, modifier subunit [Source:HGNC Symbol;Acc:4312]","1",94350761,94374966,"GCLM","protein_coding","GCLM","ENSG00000023909"
"ENSG00000117528","ATP-binding cassette, sub-family D (ALD), member 3 [Source:HGNC Symbol;Acc:67]","1",94883933,94984222,"ABCD3","protein_coding","ABCD3","ENSG00000117528"
"ENSG00000172339","ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:28287]","1",95439963,95538501,"ALG14","protein_coding","ALG14","ENSG00000172339"
"ENSG00000117569","polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:17662]","1",97187221,97289294,"PTBP2","protein_coding","PTBP2","ENSG00000117569"
"ENSG00000188641","dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:3012]","1",97543299,98386605,"DPYD","protein_coding","DPYD","ENSG00000188641"
"ENSG00000117620","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:11023]","1",100435345,100492535,"SLC35A3","protein_coding","SLC35A3","ENSG00000117620"
"ENSG00000156875","hippocampus abundant transcript 1 [Source:HGNC Symbol;Acc:23363]","1",100503653,100548933,"HIAT1","protein_coding","HIAT1","ENSG00000156875"
"ENSG00000156876","spindle assembly 6 homolog (C. elegans) [Source:HGNC Symbol;Acc:25403]","1",100549119,100598511,"SASS6","protein_coding","SASS6","ENSG00000156876"
"ENSG00000122435","tRNA methyltransferase 13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25502]","1",100598706,100616053,"TRMT13","protein_coding","TRMT13","ENSG00000122435"
"ENSG00000137992","dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:2698]","1",100652475,100715390,"DBT","protein_coding","DBT","ENSG00000137992"
"ENSG00000137996","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:17981]","1",100731763,100758325,"RTCA","protein_coding","RTCA","ENSG00000137996"
"ENSG00000079335","cell division cycle 14A [Source:HGNC Symbol;Acc:1718]","1",100810584,100985833,"CDC14A","protein_coding","CDC14A","ENSG00000079335"
"ENSG00000162694","exostosin-like glycosyltransferase 2 [Source:HGNC Symbol;Acc:3516]","1",101337943,101361554,"EXTL2","protein_coding","EXTL2","ENSG00000162694"
"ENSG00000162695","solute carrier family 30 (zinc transporter), member 7 [Source:HGNC Symbol;Acc:19306]","1",101361632,101447309,"SLC30A7","protein_coding","SLC30A7","ENSG00000162695"
"ENSG00000117543","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:24270]","1",101455179,101491644,"DPH5","protein_coding","DPH5","ENSG00000117543"
"ENSG00000233184","","1",101491434,101552821,"RP11-421L21.3","antisense","RP11-421L21.3","ENSG00000233184"
"ENSG00000225938","","1",101701239,101702084,"RP4-575N6.4","antisense","RP4-575N6.4","ENSG00000225938"
"ENSG00000185946","RNA-binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:18666]","1",104068313,104097861,"RNPC3","protein_coding","RNPC3","ENSG00000185946"
"ENSG00000198890","protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:18241]","1",107599267,107601916,"PRMT6","protein_coding","PRMT6","ENSG00000198890"
"ENSG00000134215","vav 3 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12659]","1",108113782,108507766,"VAV3","protein_coding","VAV3","ENSG00000134215"
"ENSG00000230489","VAV3 antisense RNA 1 [Source:HGNC Symbol;Acc:40608]","1",108507065,108537229,"VAV3-AS1","antisense","VAV3-AS1","ENSG00000230489"
"ENSG00000085491","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 [Source:HGNC Symbol;Acc:20662]","1",108676658,108743471,"SLC25A24","protein_coding","SLC25A24","ENSG00000085491"
"ENSG00000162636","family with sequence similarity 102, member B [Source:HGNC Symbol;Acc:27637]","1",109102711,109187522,"FAM102B","protein_coding","FAM102B","ENSG00000162636"
"ENSG00000162639","HEN1 methyltransferase homolog 1 (Arabidopsis) [Source:HGNC Symbol;Acc:26400]","1",109190912,109204148,"HENMT1","protein_coding","HENMT1","ENSG00000162639"
"ENSG00000134186","pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:25512]","1",109234945,109244425,"PRPF38B","protein_coding","PRPF38B","ENSG00000134186"
"ENSG00000116266","syntaxin binding protein 3 [Source:HGNC Symbol;Acc:11446]","1",109289296,109352148,"STXBP3","protein_coding","STXBP3","ENSG00000116266"
"ENSG00000121940","chloride channel CLIC-like 1 [Source:HGNC Symbol;Acc:29675]","1",109472130,109506111,"CLCC1","protein_coding","CLCC1","ENSG00000121940"
"ENSG00000197780","TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa [Source:HGNC Symbol;Acc:11546]","1",109605108,109618624,"TAF13","protein_coding","TAF13","ENSG00000197780"
"ENSG00000215717","transmembrane protein 167B [Source:HGNC Symbol;Acc:30187]","1",109632425,109639556,"TMEM167B","protein_coding","TMEM167B","ENSG00000215717"
"ENSG00000031698","seryl-tRNA synthetase [Source:HGNC Symbol;Acc:10537]","1",109756540,109780791,"SARS","protein_coding","SARS","ENSG00000031698"
"ENSG00000134243","sortilin 1 [Source:HGNC Symbol;Acc:11186]","1",109852192,109940573,"SORT1","protein_coding","SORT1","ENSG00000134243"
"ENSG00000143106","proteasome (prosome, macropain) subunit, alpha type, 5 [Source:HGNC Symbol;Acc:9534]","1",109941653,109969062,"PSMA5","protein_coding","PSMA5","ENSG00000143106"
"ENSG00000174151","cytochrome b561 family, member D1 [Source:HGNC Symbol;Acc:26804]","1",110036674,110045554,"CYB561D1","protein_coding","CYB561D1","ENSG00000174151"
"ENSG00000065135","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 [Source:HGNC Symbol;Acc:4387]","1",110091233,110136975,"GNAI3","protein_coding","GNAI3","ENSG00000065135"
"ENSG00000116337","adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:469]","1",110158726,110174673,"AMPD2","protein_coding","AMPD2","ENSG00000116337"
"ENSG00000168765","glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:4636]","1",110198703,110208118,"GSTM4","protein_coding","GSTM4","ENSG00000168765"
"ENSG00000134202","glutathione S-transferase mu 3 (brain) [Source:HGNC Symbol;Acc:4635]","1",110276554,110284384,"GSTM3","protein_coding","GSTM3","ENSG00000134202"
"ENSG00000168710","adenosylhomocysteinase-like 1 [Source:HGNC Symbol;Acc:344]","1",110527308,110566357,"AHCYL1","protein_coding","AHCYL1","ENSG00000168710"
"ENSG00000143093","striatin interacting protein 1 [Source:HGNC Symbol;Acc:25916]","1",110574199,110617263,"STRIP1","protein_coding","STRIP1","ENSG00000143093"
"ENSG00000162775","RNA binding motif protein 15 [Source:HGNC Symbol;Acc:14959]","1",110881128,110889299,"RBM15","protein_coding","RBM15","ENSG00000162775"
"ENSG00000134248","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:17955]","1",110943871,110950564,"LAMTOR5","protein_coding","LAMTOR5","ENSG00000134248"
"ENSG00000177272","potassium voltage-gated channel, shaker-related subfamily, member 3 [Source:HGNC Symbol;Acc:6221]","1",111214310,111217655,"KCNA3","protein_coding","KCNA3","ENSG00000177272"
"ENSG00000143119","CD53 molecule [Source:HGNC Symbol;Acc:1686]","1",111415775,111442550,"CD53","protein_coding","CD53","ENSG00000143119"
"ENSG00000121931","ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:30299]","1",111489807,111506701,"LRIF1","protein_coding","LRIF1","ENSG00000121931"
"ENSG00000156171","DNA-damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:28769]","1",111659955,111682838,"DRAM2","protein_coding","DRAM2","ENSG00000156171"
"ENSG00000134255","choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:24289]","1",111682249,111727724,"CEPT1","protein_coding","CEPT1","ENSG00000134255"
"ENSG00000162777","DENN/MADD domain containing 2D [Source:HGNC Symbol;Acc:26192]","1",111729796,111747157,"DENND2D","protein_coding","DENND2D","ENSG00000162777"
"ENSG00000064886","chitinase 3-like 2 [Source:HGNC Symbol;Acc:1933]","1",111743393,111786062,"CHI3L2","protein_coding","CHI3L2","ENSG00000064886"
"ENSG00000116455","WD repeat domain 77 [Source:HGNC Symbol;Acc:29652]","1",111982512,111991998,"WDR77","protein_coding","WDR77","ENSG00000116455"
"ENSG00000116459","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 [Source:HGNC Symbol;Acc:840]","1",111991486,112005395,"ATP5F1","protein_coding","ATP5F1","ENSG00000116459"
"ENSG00000143110","chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:28344]","1",112016414,112021134,"C1orf162","protein_coding","C1orf162","ENSG00000143110"
"ENSG00000116473","RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9855]","1",112084840,112259313,"RAP1A","protein_coding","RAP1A","ENSG00000116473"
"ENSG00000197852","family with sequence similarity 212, member B [Source:HGNC Symbol;Acc:28045]","1",112223252,112298446,"FAM212B","protein_coding","FAM212B","ENSG00000197852"
"ENSG00000064703","DEAD (Asp-Glu-Ala-Asp) box polypeptide 20 [Source:HGNC Symbol;Acc:2743]","1",112297867,112310638,"DDX20","protein_coding","DDX20","ENSG00000064703"
"ENSG00000007341","suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:18441]","1",113066140,113163447,"ST7L","protein_coding","ST7L","ENSG00000007341"
"ENSG00000116489","capping protein (actin filament) muscle Z-line, alpha 1 [Source:HGNC Symbol;Acc:1488]","1",113161795,113214241,"CAPZA1","protein_coding","CAPZA1","ENSG00000116489"
"ENSG00000155363","Mov10, Moloney leukemia virus 10, homolog (mouse) [Source:HGNC Symbol;Acc:7200]","1",113215763,113243368,"MOV10","protein_coding","MOV10","ENSG00000155363"
"ENSG00000155366","ras homolog family member C [Source:HGNC Symbol;Acc:669]","1",113243728,113250056,"RHOC","protein_coding","RHOC","ENSG00000155366"
"ENSG00000155367","protein phosphatase, Mg2+/Mn2+ dependent, 1J [Source:HGNC Symbol;Acc:20785]","1",113252616,113258099,"PPM1J","protein_coding","PPM1J","ENSG00000155367"
"ENSG00000155380","solute carrier family 16 (monocarboxylate transporter), member 1 [Source:HGNC Symbol;Acc:10922]","1",113454469,113499635,"SLC16A1","protein_coding","SLC16A1","ENSG00000155380"
"ENSG00000226419","SLC16A1 antisense RNA 1 [Source:HGNC Symbol;Acc:49445]","1",113499037,113542118,"SLC16A1-AS1","antisense","SLC16A1-AS1","ENSG00000226419"
"ENSG00000116793","putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:8939]","1",114239453,114302111,"PHTF1","protein_coding","PHTF1","ENSG00000116793"
"ENSG00000081019","round spermatid basic protein 1 [Source:HGNC Symbol;Acc:25642]","1",114304454,114355098,"RSBN1","protein_coding","RSBN1","ENSG00000081019"
"ENSG00000134242","protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:HGNC Symbol;Acc:9652]","1",114356433,114414381,"PTPN22","protein_coding","PTPN22","ENSG00000134242"
"ENSG00000134262","adaptor-related protein complex 4, beta 1 subunit [Source:HGNC Symbol;Acc:572]","1",114437370,114447823,"AP4B1","protein_coding","AP4B1","ENSG00000134262"
"ENSG00000235527","","1",114466622,114472114,"RP5-1073O3.7","antisense","RP5-1073O3.7","ENSG00000235527"
"ENSG00000163349","homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:19006]","1",114471814,114520426,"HIPK1","protein_coding","HIPK1","ENSG00000163349"
"ENSG00000197323","tripartite motif containing 33 [Source:HGNC Symbol;Acc:16290]","1",114935399,115053781,"TRIM33","protein_coding","TRIM33","ENSG00000197323"
"ENSG00000116752","breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:975]","1",115110178,115124260,"BCAS2","protein_coding","BCAS2","ENSG00000116752"
"ENSG00000213281","neuroblastoma RAS viral (v-ras) oncogene homolog [Source:HGNC Symbol;Acc:7989]","1",115247090,115259515,"NRAS","protein_coding","NRAS","ENSG00000213281"
